fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
ARKANSAS,5,2012,August,Heat,0,0,0,0,Fire Department/Rescue,"On August 5, scattered thunderstorms formed in the early morning hours. Damaging winds up to 60 mph were reported across portions of north central Kansas. Minor damage, consisting of broken tree limbs and downed power lines, was reported across the areas with the strongest winds."
NEBRASKA,31,2012,August,Hail,0,0,0,0,Broadcast Media,A hot and humid airmass was in place before a  shortwave trough shifted through the southeastern United States during the evening hours. This feature along with an inland moving seabreeze produced sufficient uplift for strong thunderstorm activity. Precipitable water values near 2 inches supported thunderstorms with wet microbursts.
ALABAMA,1,2012,August,Drought,0,0,0,0,Park/Forest Service,Isolated thunderstorms produced several reports of strong winds.
KANSAS,20,2012,August,Drought,0,0,0,0,COOP Observer,Strong thunderstorm winds arced power lines near Rexburg along Highway 33 near 3000W.  HIghway 33 closed from 7 pm to 9 pm MDT from 3000 to 4000 W.
WISCONSIN,55,2012,August,Drought,0,0,0,0,Trained Spotter,"An upper trough moved across southern Montana and northern Wyoming. A low level moist upslope flow was in place across the lower plains and adjacent Black Hills/Big Horn Mountains which contributed to deepening storms. As a result, a few thunderstorms developed producing severe wind gusts."
OKLAHOMA,40,2012,August,Drought,0,0,0,0,ASOS,Thunderstorms produced heavy rainfall which resulted in flash flooding east of Platte on the late morning and early afternoon of August 5th.
WEST VIRGINIA,54,2012,August,Flash Flood,0,0,0,0,AWOS,A trade wind swell generated surf of 6 to 8 feet along the east-facing shores of all the isles except Niihau and Lanai.  There were no reports of serious property damage or injuries.
MONTANA,30,2012,August,Hail,0,0,0,0,C-MAN Station,A weak monsoon pattern was in place with a upper high over central Texas and a southeast surface flow into south-central New Mexico. There was a weak boundary that extended through Luna County into eastern Arizona which was the focus for thunderstorms. Very weak flow of less than 5 knots which limited storm motion and allowed for heavy rain to occur.
GEORGIA,13,2012,August,Thunderstorm Wind,0,0,0,0,Public,"The Kwei Kwei Fire, located eight miles east of Coulee Dam, was a human caused fire that burned 611 acres. The fire burned mostly grass and shrubs on the Colville Indian Reservation."
ARKANSAS,5,2012,August,Drought,0,0,0,0,NWS Employee,"Several severe thunderstorms rolled across northwest and north central Missouri, during the evening hours of August 6, 2011. Damaging winds were reported."
MARYLAND,24,2012,August,Drought,0,0,0,0,County Official,Several thunderstorm clusters developed across or moved into eastern Nebraska during the late afternoon and evening of August 6th.  The storms developed along and ahead of a weak cold front aided by a disturbance rotating around an upper level trough along the U.S. and Canadian border.  Conditions over the area were moderately to extremely unstable as afternoon temperatures climbed into the 90s and dew point temperatures were in the 70s.  In some cases supercell thunderstorms formed bow echoes creating pockets of strong and damaging winds.
ARKANSAS,5,2012,August,Thunderstorm Wind,0,0,0,0,Unknown,"Weak convergence near the surface, an upper level storm system and unstable air produced a small bow echo that moved through central and east-central Wisconsin."
MISSISSIPPI,28,2012,August,Hail,0,0,0,0,River/Stream Gage,"While the majority of severe weather within the region on this late Saturday afternoon and evening focused to the east of South Central Nebraska, the very first supercell storm of the day resulted in several reports of hail from 1 to 2 inches in diameter across northeast portions of the area. This storm initiated in southern Howard County around 5 PM CDT and quickly became severe. As it tracked across southern Merrick and central Hamilton Counties, it briefly exhibited some enhanced rotation. Though no tornadoes occurred, a funnel cloud was reported in the Chapman area around 6 PM CDT. Just southeast of Marquette, hail up to 2 inches in diameter fell for 10 minutes. The storm exited eastern York County around 730 PM CDT, just as it was transitioning into more of a damaging wind-producer. Although this lone supercell resulted in the only reports of severe weather across the area, other strong storms raked across portions of Nance, far northeastern Merrick and far northern Polk Counties a bit later in the evening, mainly between 830 and 930 PM CDT. ||The initial supercell development late in the afternoon occurred in a very unstable mesoscale environment characterized by around 4000 J/kg mixed-layer CAPE, stemming from surface temperatures around 90 degrees and dewpoints in the 70s. Deep-layer vertical wind shear was also quite favorable for mid-summer, averaging 30-40 knots thanks to a seasonably strong quasi-zonal flow aloft. The primary triggering mechanism aloft for severe storm development was a modest mid-level shortwave tracking along the Nebraska-South Dakota border, while at the surface, a weak cold front gradually sagged southeastward across the area."
MISSISSIPPI,28,2012,August,Thunderstorm Wind,0,0,0,0,CoCoRaHS,"Thunderstorms developed near a few outflow boundaries during the late afternoon of August 6th over eastern Oklahoma. Damaging winds occurred with several of these storms, along with small hail."
CONNECTICUT,9,2012,August,Flash Flood,0,0,0,0,RAWS,"Near record high temperatures combined with a remnant outflow boundary contributed to the development of strong to occasionally severe thunderstorms. The thunderstorms lined up from west-central into central Oklahoma. A few wind gusts measured around 60 mph, except near Perkins in Payne county, where a stronger thunderstorm produced winds over 70 mph with some damage reported. The severe wind gusts subsided somewhat with the loss of daytime heating."
NEW YORK,36,2012,August,Flash Flood,0,0,0,0,Airplane Pilot,"Brutal triple digit daytime temperatures and warm overnight lows continued to occur across north Texas through the month of August. Only 3 scattered days provided relief from the record-setting heat. By the time August ended, it had been the warmest summer on record in both Dallas/Fort Worth and Waco. The average temperature for the summer months at DFW was 90.1, and the average temperature at Waco was 90.5. From June 30th - August 12th, Waco set a new record greatest consecutive 100-degree days of 44 days. Both DFW and Waco set new record greatest annual 100-degree days for the summer months with a few additional days in the month of September. Many daily high temperatures records and highest minimum temperature records were set or tied during the month of August. Dallas/Fort Worth again tied the all-time record highest minimum temperature of 86 degrees set in July 2011, and Waco set the all-time record highest minimum temperature of 86 degrees on the 2nd. The prolonged heat took its toll on North Texans and there were 27 heat related deaths and many more heat related illnesses. An Excessive Heat Warning was in effect for all but the southwestern counties the first 5 days of the month. A Heat Advisory was in effect for all or parts of north Texas for most of the remainder of the month except for a few days in the middle of the month."
WISCONSIN,55,2012,August,Hail,0,0,0,0,Storm Chaser,"A weak upper air storm system, combined with typical summer instability, triggered a few severe thunderstorms."
NORTH CAROLINA,37,2012,August,Hail,0,0,0,0,Amateur Radio,"Thunderstorms that developed over eastern Oklahoma moved into the northwestern corner of Arkansas, with much of the activity weakening. One of the storms produced isolated damaging wind gusts over portions of Carroll County."
MINNESOTA,27,2012,August,Drought,0,0,0,0,AWSS,Upper level energy embedded in northwestern flow over the Ozarks interacted with a very unstable airmass over the region. Strong to severe storms produced hail up to quarter size and scattered wind damage.
MINNESOTA,27,2012,August,Hail,0,0,0,0,Post Office,Temperatures in the middle to upper 90s with heat indices from 105 to 110 returned to  Central and Eastern MO.
NEBRASKA,31,2012,August,Drought,0,0,0,0,Utility Company,"A surface trough over interior South Carolina, in combination with the sea breeze, numerous boundary interactions and an unstable atmosphere, resulted in heavy rainfall training and a few marginally severe thunderstorms across southern South Carolina."
PENNSYLVANIA,42,2012,August,Flash Flood,0,0,0,0,Buoy,"A surface trough over interior Georgia, in combination with the sea breeze, numerous boundary interactions and an unstable atmosphere, resulted in heavy rainfall training and a few marginally severe thunderstorms across southeast Georgia."
ARIZONA,4,2012,August,Drought,0,0,0,0,SNOTEL,"The summertime pattern continued.  A quasi-stationary front remained across north Georgia and extended westward into the mid-south.  A strong subtropical ridge also remained across the south, anchored in north Texas.  The upper ridge had retrograded slightly from the previous day allowing slightly more active northwest flow to evolve across the southeastern states.  A hot, very moist, unstable air mass remained in place across Georgia.  Scattered to numerous thunderstorms developed across west central Georgia during the late morning and early afternoon and propagated on outflow boundaries northward and eastward across much of north and east Georgia.  Although very few of these storms reached severe limits, frequent to excessive cloud-to-ground lightning was noted with many of these storms, as well as locally very heavy rain on the order of two to three inches."
